"";"Model";"NoiseLevel";"NoiseType";"Variable";"MAPE";"ErrorType";"PT_type";"Model_ErrorType"
"2559";"ANN";0,3;"Inverted";"lai";67,6705674863355;"Validation error";17;"ANN Validation error"
"2560";"MTN";0,3;"Inverted";"lai";58,3749385152893;"Validation error";17;"MTN Validation error"
"2561";"RFR";0,4;"Combined";"cab";56,3773976866082;"Validation error";17;"RFR Validation error"
"2562";"GPR";0,4;"Combined";"cab";61,6741901066257;"Validation error";17;"GPR Validation error"
"2563";"ANN";0,4;"Combined";"cab";61,0185859810613;"Validation error";17;"ANN Validation error"
"2564";"MTN";0,4;"Combined";"cab";59,638804732823;"Validation error";17;"MTN Validation error"
"2565";"RFR";0,4;"Inverted";"cab";69,3624221095901;"Validation error";17;"RFR Validation error"
"2566";"GPR";0,4;"Inverted";"cab";71,4302768981104;"Validation error";17;"GPR Validation error"
"2567";"ANN";0,4;"Inverted";"cab";74,4942760818407;"Validation error";17;"ANN Validation error"
"2568";"MTN";0,4;"Inverted";"cab";71,0028552799796;"Validation error";17;"MTN Validation error"
"2569";"RFR";0,4;"Combined";"cw";42,5745114511694;"Validation error";17;"RFR Validation error"
"2570";"GPR";0,4;"Combined";"cw";41,9565919571529;"Validation error";17;"GPR Validation error"
"2571";"ANN";0,4;"Combined";"cw";45,013059325163;"Validation error";17;"ANN Validation error"
"2572";"MTN";0,4;"Combined";"cw";44,9167768206426;"Validation error";17;"MTN Validation error"
"2573";"RFR";0,4;"Inverted";"cw";42,889791469299;"Validation error";17;"RFR Validation error"
"2574";"GPR";0,4;"Inverted";"cw";43,2325862724653;"Validation error";17;"GPR Validation error"
"2575";"ANN";0,4;"Inverted";"cw";43,3434094576494;"Validation error";17;"ANN Validation error"
"2576";"MTN";0,4;"Inverted";"cw";41,7183802819351;"Validation error";17;"MTN Validation error"
"2577";"RFR";0,4;"Combined";"cm";38,2955103858432;"Validation error";17;"RFR Validation error"
"2578";"GPR";0,4;"Combined";"cm";36,692705040133;"Validation error";17;"GPR Validation error"
"2579";"ANN";0,4;"Combined";"cm";38,1027211825833;"Validation error";17;"ANN Validation error"
"2580";"MTN";0,4;"Combined";"cm";39,2412905645828;"Validation error";17;"MTN Validation error"
"2581";"RFR";0,4;"Inverted";"cm";40,1346654140178;"Validation error";17;"RFR Validation error"
"2582";"GPR";0,4;"Inverted";"cm";40,8910264248018;"Validation error";17;"GPR Validation error"
"2583";"ANN";0,4;"Inverted";"cm";42,8571928870404;"Validation error";17;"ANN Validation error"
"2584";"MTN";0,4;"Inverted";"cm";42,6572460534324;"Validation error";17;"MTN Validation error"
"2585";"RFR";0,4;"Combined";"lai";79,3521068375049;"Validation error";17;"RFR Validation error"
"2586";"GPR";0,4;"Combined";"lai";74,6914192589502;"Validation error";17;"GPR Validation error"
"2587";"ANN";0,4;"Combined";"lai";77,3070592333661;"Validation error";17;"ANN Validation error"
"2588";"MTN";0,4;"Combined";"lai";76,6952059429739;"Validation error";17;"MTN Validation error"
"2589";"RFR";0,4;"Inverted";"lai";77,7021751243723;"Validation error";17;"RFR Validation error"
"2590";"GPR";0,4;"Inverted";"lai";74,9757238705567;"Validation error";17;"GPR Validation error"
"2591";"ANN";0,4;"Inverted";"lai";75,2326027455231;"Validation error";17;"ANN Validation error"
"2592";"MTN";0,4;"Inverted";"lai";74,3527488318078;"Validation error";17;"MTN Validation error"
"2593";"RFR";0,4;"Combined";"cab";60,4693645141074;"Validation error";17;"RFR Validation error"
"2594";"GPR";0,4;"Combined";"cab";66,2219086476279;"Validation error";17;"GPR Validation error"
"2595";"ANN";0,4;"Combined";"cab";64,8812062415589;"Validation error";17;"ANN Validation error"
"2596";"MTN";0,4;"Combined";"cab";65,3781052241769;"Validation error";17;"MTN Validation error"
"2597";"RFR";0,4;"Inverted";"cab";72,5237892602361;"Validation error";17;"RFR Validation error"
"2598";"GPR";0,4;"Inverted";"cab";72,7177449848254;"Validation error";17;"GPR Validation error"
"2599";"ANN";0,4;"Inverted";"cab";73,9113035663777;"Validation error";17;"ANN Validation error"
"2600";"MTN";0,4;"Inverted";"cab";71,5536334668431;"Validation error";17;"MTN Validation error"
"2601";"RFR";0,4;"Combined";"cw";43,5575527070147;"Validation error";17;"RFR Validation error"
"2602";"GPR";0,4;"Combined";"cw";42,3276417397102;"Validation error";17;"GPR Validation error"
"2603";"ANN";0,4;"Combined";"cw";42,6182982764138;"Validation error";17;"ANN Validation error"
"2604";"MTN";0,4;"Combined";"cw";43,6594489518499;"Validation error";17;"MTN Validation error"
"2605";"RFR";0,4;"Inverted";"cw";44,5394502175293;"Validation error";17;"RFR Validation error"
"2606";"GPR";0,4;"Inverted";"cw";43,9168604637538;"Validation error";17;"GPR Validation error"
"2607";"ANN";0,4;"Inverted";"cw";44,5382576525696;"Validation error";17;"ANN Validation error"
"2608";"MTN";0,4;"Inverted";"cw";45,142757636478;"Validation error";17;"MTN Validation error"
"2609";"RFR";0,4;"Combined";"cm";45,8338318256765;"Validation error";17;"RFR Validation error"
"2610";"GPR";0,4;"Combined";"cm";44,6872594888307;"Validation error";17;"GPR Validation error"
"2611";"ANN";0,4;"Combined";"cm";47,6602356154949;"Validation error";17;"ANN Validation error"
"2612";"MTN";0,4;"Combined";"cm";46,0875949588246;"Validation error";17;"MTN Validation error"
"2613";"RFR";0,4;"Inverted";"cm";45,8060320696554;"Validation error";17;"RFR Validation error"
"2614";"GPR";0,4;"Inverted";"cm";46,9925357779718;"Validation error";17;"GPR Validation error"
"2615";"ANN";0,4;"Inverted";"cm";48,2409634557793;"Validation error";17;"ANN Validation error"
"2616";"MTN";0,4;"Inverted";"cm";46,0115708455418;"Validation error";17;"MTN Validation error"
"2617";"RFR";0,4;"Combined";"lai";72,5208677106315;"Validation error";17;"RFR Validation error"
"2618";"GPR";0,4;"Combined";"lai";70,7137792944693;"Validation error";17;"GPR Validation error"
"2619";"ANN";0,4;"Combined";"lai";69,4537257934994;"Validation error";17;"ANN Validation error"
"2620";"MTN";0,4;"Combined";"lai";74,667816443462;"Validation error";17;"MTN Validation error"
"2621";"RFR";0,4;"Inverted";"lai";72,4787025963547;"Validation error";17;"RFR Validation error"
"2622";"GPR";0,4;"Inverted";"lai";69,2662114486014;"Validation error";17;"GPR Validation error"
"2623";"ANN";0,4;"Inverted";"lai";66,1793803256003;"Validation error";17;"ANN Validation error"
"2624";"MTN";0,4;"Inverted";"lai";69,9226618858769;"Validation error";17;"MTN Validation error"
"2625";"RFR";0,4;"Combined";"cab";73,875621707554;"Validation error";17;"RFR Validation error"
"2626";"GPR";0,4;"Combined";"cab";76,7225100474936;"Validation error";17;"GPR Validation error"
"2627";"ANN";0,4;"Combined";"cab";77,6063779459476;"Validation error";17;"ANN Validation error"
"2628";"MTN";0,4;"Combined";"cab";74,6257964246685;"Validation error";17;"MTN Validation error"
"2629";"RFR";0,4;"Inverted";"cab";82,5199426415827;"Validation error";17;"RFR Validation error"
"2630";"GPR";0,4;"Inverted";"cab";81,3339189627342;"Validation error";17;"GPR Validation error"
"2631";"ANN";0,4;"Inverted";"cab";87,0866757729634;"Validation error";17;"ANN Validation error"
"2632";"MTN";0,4;"Inverted";"cab";82,4770594946902;"Validation error";17;"MTN Validation error"
"2633";"RFR";0,4;"Combined";"cw";44,933760292326;"Validation error";17;"RFR Validation error"
"2634";"GPR";0,4;"Combined";"cw";44,7237145987536;"Validation error";17;"GPR Validation error"
"2635";"ANN";0,4;"Combined";"cw";45,9676967730553;"Validation error";17;"ANN Validation error"
"2636";"MTN";0,4;"Combined";"cw";44,5558533753332;"Validation error";17;"MTN Validation error"
"2637";"RFR";0,4;"Inverted";"cw";45,3546912300707;"Validation error";17;"RFR Validation error"
"2638";"GPR";0,4;"Inverted";"cw";46,807733084839;"Validation error";17;"GPR Validation error"
"2639";"ANN";0,4;"Inverted";"cw";47,1700509327259;"Validation error";17;"ANN Validation error"
"2640";"MTN";0,4;"Inverted";"cw";48,0864310794833;"Validation error";17;"MTN Validation error"
"2641";"RFR";0,4;"Combined";"cm";40,3888415282945;"Validation error";17;"RFR Validation error"
"2642";"GPR";0,4;"Combined";"cm";38,2293019301796;"Validation error";17;"GPR Validation error"
"2643";"ANN";0,4;"Combined";"cm";40,3944457459897;"Validation error";17;"ANN Validation error"
"2644";"MTN";0,4;"Combined";"cm";39,6424577184265;"Validation error";17;"MTN Validation error"
"2645";"RFR";0,4;"Inverted";"cm";41,7688824706212;"Validation error";17;"RFR Validation error"
"2646";"GPR";0,4;"Inverted";"cm";41,1467161002195;"Validation error";17;"GPR Validation error"
"2647";"ANN";0,4;"Inverted";"cm";43,9890871817412;"Validation error";17;"ANN Validation error"
"2648";"MTN";0,4;"Inverted";"cm";41,9026598206551;"Validation error";17;"MTN Validation error"
"2649";"RFR";0,4;"Combined";"lai";82,3372808475781;"Validation error";17;"RFR Validation error"
"2650";"GPR";0,4;"Combined";"lai";74,7573544087187;"Validation error";17;"GPR Validation error"
"2651";"ANN";0,4;"Combined";"lai";77,8855140302916;"Validation error";17;"ANN Validation error"
"2652";"MTN";0,4;"Combined";"lai";78,1873542770758;"Validation error";17;"MTN Validation error"
"2653";"RFR";0,4;"Inverted";"lai";83,7356926214087;"Validation error";17;"RFR Validation error"
"2654";"GPR";0,4;"Inverted";"lai";82,4677767911163;"Validation error";17;"GPR Validation error"
"2655";"ANN";0,4;"Inverted";"lai";85,3605040763897;"Validation error";17;"ANN Validation error"
"2656";"MTN";0,4;"Inverted";"lai";83,7097942992368;"Validation error";17;"MTN Validation error"
"2657";"RFR";0,4;"Combined";"cab";61,0423227438037;"Validation error";17;"RFR Validation error"
"2658";"GPR";0,4;"Combined";"cab";65,4558032016918;"Validation error";17;"GPR Validation error"
"2659";"ANN";0,4;"Combined";"cab";62,5693143827938;"Validation error";17;"ANN Validation error"
"2660";"MTN";0,4;"Combined";"cab";62,974913261605;"Validation error";17;"MTN Validation error"
"2661";"RFR";0,4;"Inverted";"cab";68,9033033564239;"Validation error";17;"RFR Validation error"
"2662";"GPR";0,4;"Inverted";"cab";67,6480063498356;"Validation error";17;"GPR Validation error"
"2663";"ANN";0,4;"Inverted";"cab";70,4741402921144;"Validation error";17;"ANN Validation error"
"2664";"MTN";0,4;"Inverted";"cab";69,5657899108124;"Validation error";17;"MTN Validation error"
"2665";"RFR";0,4;"Combined";"cw";44,4244088331685;"Validation error";17;"RFR Validation error"
"2666";"GPR";0,4;"Combined";"cw";44,5476997974911;"Validation error";17;"GPR Validation error"
"2667";"ANN";0,4;"Combined";"cw";41,8601253339779;"Validation error";17;"ANN Validation error"
"2668";"MTN";0,4;"Combined";"cw";44,9980402479355;"Validation error";17;"MTN Validation error"
"2669";"RFR";0,4;"Inverted";"cw";45,6818615268254;"Validation error";17;"RFR Validation error"
"2670";"GPR";0,4;"Inverted";"cw";45,521270967721;"Validation error";17;"GPR Validation error"
"2671";"ANN";0,4;"Inverted";"cw";47,9030867016256;"Validation error";17;"ANN Validation error"
"2672";"MTN";0,4;"Inverted";"cw";46,8979157220336;"Validation error";17;"MTN Validation error"
"2673";"RFR";0,4;"Combined";"cm";44,8733758058876;"Validation error";17;"RFR Validation error"
"2674";"GPR";0,4;"Combined";"cm";43,6802764115757;"Validation error";17;"GPR Validation error"
"2675";"ANN";0,4;"Combined";"cm";43,0616325906975;"Validation error";17;"ANN Validation error"
"2676";"MTN";0,4;"Combined";"cm";42,2958697856119;"Validation error";17;"MTN Validation error"
"2677";"RFR";0,4;"Inverted";"cm";46,0270328317442;"Validation error";17;"RFR Validation error"
"2678";"GPR";0,4;"Inverted";"cm";46,0736292315361;"Validation error";17;"GPR Validation error"
"2679";"ANN";0,4;"Inverted";"cm";45,0276487267165;"Validation error";17;"ANN Validation error"
"2680";"MTN";0,4;"Inverted";"cm";45,8927617366588;"Validation error";17;"MTN Validation error"
"2681";"RFR";0,4;"Combined";"lai";74,4870746905942;"Validation error";17;"RFR Validation error"
"2682";"GPR";0,4;"Combined";"lai";70,1047678500097;"Validation error";17;"GPR Validation error"
"2683";"ANN";0,4;"Combined";"lai";68,9751908981292;"Validation error";17;"ANN Validation error"
"2684";"MTN";0,4;"Combined";"lai";68,4922209123965;"Validation error";17;"MTN Validation error"
"2685";"RFR";0,4;"Inverted";"lai";71,69857079535;"Validation error";17;"RFR Validation error"
"2686";"GPR";0,4;"Inverted";"lai";69,8997966527905;"Validation error";17;"GPR Validation error"
"2687";"ANN";0,4;"Inverted";"lai";65,4505004839468;"Validation error";17;"ANN Validation error"
"2688";"MTN";0,4;"Inverted";"lai";73,2798409990789;"Validation error";17;"MTN Validation error"
"2689";"RFR";0,4;"Combined";"cab";59,1218252935634;"Validation error";17;"RFR Validation error"
"2690";"GPR";0,4;"Combined";"cab";61,5422740857294;"Validation error";17;"GPR Validation error"
"2691";"ANN";0,4;"Combined";"cab";68,3091399572504;"Validation error";17;"ANN Validation error"
"2692";"MTN";0,4;"Combined";"cab";65,6012593417987;"Validation error";17;"MTN Validation error"
"2693";"RFR";0,4;"Inverted";"cab";67,02274206057;"Validation error";17;"RFR Validation error"
"2694";"GPR";0,4;"Inverted";"cab";65,556629522408;"Validation error";17;"GPR Validation error"
"2695";"ANN";0,4;"Inverted";"cab";69,9432004052512;"Validation error";17;"ANN Validation error"
"2696";"MTN";0,4;"Inverted";"cab";68,1039839727403;"Validation error";17;"MTN Validation error"
"2697";"RFR";0,4;"Combined";"cw";47,0227652517853;"Validation error";17;"RFR Validation error"
"2698";"GPR";0,4;"Combined";"cw";46,3039360533185;"Validation error";17;"GPR Validation error"
"2699";"ANN";0,4;"Combined";"cw";49,0473957744477;"Validation error";17;"ANN Validation error"
"2700";"MTN";0,4;"Combined";"cw";45,6652839753505;"Validation error";17;"MTN Validation error"
"2701";"RFR";0,4;"Inverted";"cw";48,2801414401575;"Validation error";17;"RFR Validation error"
"2702";"GPR";0,4;"Inverted";"cw";48,2265993847877;"Validation error";17;"GPR Validation error"
"2703";"ANN";0,4;"Inverted";"cw";46,605778883822;"Validation error";17;"ANN Validation error"
"2704";"MTN";0,4;"Inverted";"cw";43,8289269861455;"Validation error";17;"MTN Validation error"
"2705";"RFR";0,4;"Combined";"cm";43,9204996171144;"Validation error";17;"RFR Validation error"
"2706";"GPR";0,4;"Combined";"cm";42,3229269114052;"Validation error";17;"GPR Validation error"
"2707";"ANN";0,4;"Combined";"cm";48,003373116812;"Validation error";17;"ANN Validation error"
"2708";"MTN";0,4;"Combined";"cm";44,4289459133176;"Validation error";17;"MTN Validation error"
"2709";"RFR";0,4;"Inverted";"cm";45,3619636903385;"Validation error";17;"RFR Validation error"
"2710";"GPR";0,4;"Inverted";"cm";44,4012111730508;"Validation error";17;"GPR Validation error"
"2711";"ANN";0,4;"Inverted";"cm";41,9225678879714;"Validation error";17;"ANN Validation error"
"2712";"MTN";0,4;"Inverted";"cm";45,7908181727778;"Validation error";17;"MTN Validation error"
"2713";"RFR";0,4;"Combined";"lai";70,9456978184793;"Validation error";17;"RFR Validation error"
"2714";"GPR";0,4;"Combined";"lai";67,7166787321539;"Validation error";17;"GPR Validation error"
"2715";"ANN";0,4;"Combined";"lai";75,592039606358;"Validation error";17;"ANN Validation error"
"2716";"MTN";0,4;"Combined";"lai";74,3143349804357;"Validation error";17;"MTN Validation error"
"2717";"RFR";0,4;"Inverted";"lai";68,5453187580291;"Validation error";17;"RFR Validation error"
"2718";"GPR";0,4;"Inverted";"lai";67,2228990235246;"Validation error";17;"GPR Validation error"
"2719";"ANN";0,4;"Inverted";"lai";66,3864548875153;"Validation error";17;"ANN Validation error"
"2720";"MTN";0,4;"Inverted";"lai";68,6684191817069;"Validation error";17;"MTN Validation error"
"2721";"RFR";0,4;"Combined";"cab";68,320093740677;"Validation error";17;"RFR Validation error"
"2722";"GPR";0,4;"Combined";"cab";71,2315404040793;"Validation error";17;"GPR Validation error"
"2723";"ANN";0,4;"Combined";"cab";71,9427934294862;"Validation error";17;"ANN Validation error"
"2724";"MTN";0,4;"Combined";"cab";68,7838796636865;"Validation error";17;"MTN Validation error"
"2725";"RFR";0,4;"Inverted";"cab";78,4364451526984;"Validation error";17;"RFR Validation error"
"2726";"GPR";0,4;"Inverted";"cab";78,445659247122;"Validation error";17;"GPR Validation error"
"2727";"ANN";0,4;"Inverted";"cab";75,1547164991318;"Validation error";17;"ANN Validation error"
"2728";"MTN";0,4;"Inverted";"cab";78,5976028141447;"Validation error";17;"MTN Validation error"
"2729";"RFR";0,4;"Combined";"cw";40,4355224274774;"Validation error";17;"RFR Validation error"
"2730";"GPR";0,4;"Combined";"cw";39,7641469042267;"Validation error";17;"GPR Validation error"
"2731";"ANN";0,4;"Combined";"cw";38,9439484704337;"Validation error";17;"ANN Validation error"
"2732";"MTN";0,4;"Combined";"cw";39,359116709083;"Validation error";17;"MTN Validation error"
"2733";"RFR";0,4;"Inverted";"cw";40,7736690251501;"Validation error";17;"RFR Validation error"
"2734";"GPR";0,4;"Inverted";"cw";41,6143736190259;"Validation error";17;"GPR Validation error"
"2735";"ANN";0,4;"Inverted";"cw";45,5466336032232;"Validation error";17;"ANN Validation error"
"2736";"MTN";0,4;"Inverted";"cw";40,8896734820875;"Validation error";17;"MTN Validation error"
"2737";"RFR";0,4;"Combined";"cm";42,4772781093762;"Validation error";17;"RFR Validation error"
"2738";"GPR";0,4;"Combined";"cm";40,9369105396062;"Validation error";17;"GPR Validation error"
"2739";"ANN";0,4;"Combined";"cm";40,171094719414;"Validation error";17;"ANN Validation error"
"2740";"MTN";0,4;"Combined";"cm";41,0719739629905;"Validation error";17;"MTN Validation error"
"2741";"RFR";0,4;"Inverted";"cm";42,5552440528086;"Validation error";17;"RFR Validation error"
"2742";"GPR";0,4;"Inverted";"cm";42,1470696712797;"Validation error";17;"GPR Validation error"
"2743";"ANN";0,4;"Inverted";"cm";41,7865693460814;"Validation error";17;"ANN Validation error"
"2744";"MTN";0,4;"Inverted";"cm";45,3323847589217;"Validation error";17;"MTN Validation error"
"2745";"RFR";0,4;"Combined";"lai";104,754321315318;"Validation error";17;"RFR Validation error"
"2746";"GPR";0,4;"Combined";"lai";97,9434419468545;"Validation error";17;"GPR Validation error"
"2747";"ANN";0,4;"Combined";"lai";100,018835597699;"Validation error";17;"ANN Validation error"
"2748";"MTN";0,4;"Combined";"lai";93,1602441156091;"Validation error";17;"MTN Validation error"
"2749";"RFR";0,4;"Inverted";"lai";107,859455249873;"Validation error";17;"RFR Validation error"
"2750";"GPR";0,4;"Inverted";"lai";99,7451743143619;"Validation error";17;"GPR Validation error"
"2751";"ANN";0,4;"Inverted";"lai";103,380310593749;"Validation error";17;"ANN Validation error"
"2752";"MTN";0,4;"Inverted";"lai";102,309665250013;"Validation error";17;"MTN Validation error"
"2753";"RFR";0,4;"Combined";"cab";72,9791194115416;"Validation error";17;"RFR Validation error"
"2754";"GPR";0,4;"Combined";"cab";78,4789758028224;"Validation error";17;"GPR Validation error"
"2755";"ANN";0,4;"Combined";"cab";74,5167203348592;"Validation error";17;"ANN Validation error"
"2756";"MTN";0,4;"Combined";"cab";79,2228658658914;"Validation error";17;"MTN Validation error"
"2757";"RFR";0,4;"Inverted";"cab";81,0733318166495;"Validation error";17;"RFR Validation error"
"2758";"GPR";0,4;"Inverted";"cab";83,0486635482033;"Validation error";17;"GPR Validation error"
"2759";"ANN";0,4;"Inverted";"cab";83,4892247418069;"Validation error";17;"ANN Validation error"
"2760";"MTN";0,4;"Inverted";"cab";88,261460022205;"Validation error";17;"MTN Validation error"
"2761";"RFR";0,4;"Combined";"cw";39,4611402760883;"Validation error";17;"RFR Validation error"
"2762";"GPR";0,4;"Combined";"cw";39,6489021679825;"Validation error";17;"GPR Validation error"
"2763";"ANN";0,4;"Combined";"cw";39,2535389444927;"Validation error";17;"ANN Validation error"
"2764";"MTN";0,4;"Combined";"cw";39,9357322733595;"Validation error";17;"MTN Validation error"
"2765";"RFR";0,4;"Inverted";"cw";39,5018272522915;"Validation error";17;"RFR Validation error"
"2766";"GPR";0,4;"Inverted";"cw";39,2980085416657;"Validation error";17;"GPR Validation error"
"2767";"ANN";0,4;"Inverted";"cw";41,300070098128;"Validation error";17;"ANN Validation error"
"2768";"MTN";0,4;"Inverted";"cw";38,7851774910972;"Validation error";17;"MTN Validation error"
"2769";"RFR";0,4;"Combined";"cm";42,8036106429881;"Validation error";17;"RFR Validation error"
"2770";"GPR";0,4;"Combined";"cm";41,5750720768856;"Validation error";17;"GPR Validation error"
"2771";"ANN";0,4;"Combined";"cm";43,8886561183983;"Validation error";17;"ANN Validation error"
"2772";"MTN";0,4;"Combined";"cm";43,3878978194034;"Validation error";17;"MTN Validation error"
"2773";"RFR";0,4;"Inverted";"cm";43,1255539261321;"Validation error";17;"RFR Validation error"
"2774";"GPR";0,4;"Inverted";"cm";44,0429527021566;"Validation error";17;"GPR Validation error"
"2775";"ANN";0,4;"Inverted";"cm";46,0627133420322;"Validation error";17;"ANN Validation error"
"2776";"MTN";0,4;"Inverted";"cm";44,4144612311422;"Validation error";17;"MTN Validation error"
"2777";"RFR";0,4;"Combined";"lai";98,3824877360841;"Validation error";17;"RFR Validation error"
"2778";"GPR";0,4;"Combined";"lai";89,5559842111;"Validation error";17;"GPR Validation error"
"2779";"ANN";0,4;"Combined";"lai";88,7614092999719;"Validation error";17;"ANN Validation error"
"2780";"MTN";0,4;"Combined";"lai";89,6959850263642;"Validation error";17;"MTN Validation error"
"2781";"RFR";0,4;"Inverted";"lai";98,5569977721981;"Validation error";17;"RFR Validation error"
"2782";"GPR";0,4;"Inverted";"lai";93,8652311345193;"Validation error";17;"GPR Validation error"
"2783";"ANN";0,4;"Inverted";"lai";98,2664765514913;"Validation error";17;"ANN Validation error"
"2784";"MTN";0,4;"Inverted";"lai";101,768772197459;"Validation error";17;"MTN Validation error"
"2785";"RFR";0,4;"Combined";"cab";65,0253478986775;"Validation error";17;"RFR Validation error"
"2786";"GPR";0,4;"Combined";"cab";64,4796095138682;"Validation error";17;"GPR Validation error"
"2787";"ANN";0,4;"Combined";"cab";64,8076380256066;"Validation error";17;"ANN Validation error"
"2788";"MTN";0,4;"Combined";"cab";63,1831698289252;"Validation error";17;"MTN Validation error"
"2789";"RFR";0,4;"Inverted";"cab";73,4910355650817;"Validation error";17;"RFR Validation error"
"2790";"GPR";0,4;"Inverted";"cab";70,8563556389579;"Validation error";17;"GPR Validation error"
"2791";"ANN";0,4;"Inverted";"cab";71,6580351249475;"Validation error";17;"ANN Validation error"
"2792";"MTN";0,4;"Inverted";"cab";73,7504155515883;"Validation error";17;"MTN Validation error"
"2793";"RFR";0,4;"Combined";"cw";43,5020890711252;"Validation error";17;"RFR Validation error"
"2794";"GPR";0,4;"Combined";"cw";42,6696623012889;"Validation error";17;"GPR Validation error"
"2795";"ANN";0,4;"Combined";"cw";43,1175259812285;"Validation error";17;"ANN Validation error"
"2796";"MTN";0,4;"Combined";"cw";44,486955789196;"Validation error";17;"MTN Validation error"
"2797";"RFR";0,4;"Inverted";"cw";44,0958132884727;"Validation error";17;"RFR Validation error"
"2798";"GPR";0,4;"Inverted";"cw";43,5515145562192;"Validation error";17;"GPR Validation error"
"2799";"ANN";0,4;"Inverted";"cw";43,7341219336157;"Validation error";17;"ANN Validation error"
"2800";"MTN";0,4;"Inverted";"cw";49,5256755130289;"Validation error";17;"MTN Validation error"
"2801";"RFR";0,4;"Combined";"cm";45,992607734154;"Validation error";17;"RFR Validation error"
"2802";"GPR";0,4;"Combined";"cm";44,805760060655;"Validation error";17;"GPR Validation error"
"2803";"ANN";0,4;"Combined";"cm";44,2650394902919;"Validation error";17;"ANN Validation error"
"2804";"MTN";0,4;"Combined";"cm";44,4136164908778;"Validation error";17;"MTN Validation error"
"2805";"RFR";0,4;"Inverted";"cm";45,5123645683066;"Validation error";17;"RFR Validation error"
"2806";"GPR";0,4;"Inverted";"cm";45,1547112867533;"Validation error";17;"GPR Validation error"
"2807";"ANN";0,4;"Inverted";"cm";45,0767358204379;"Validation error";17;"ANN Validation error"
"2808";"MTN";0,4;"Inverted";"cm";46,4776016460844;"Validation error";17;"MTN Validation error"
"2809";"RFR";0,4;"Combined";"lai";96,8425739385511;"Validation error";17;"RFR Validation error"
"2810";"GPR";0,4;"Combined";"lai";91,8917688145666;"Validation error";17;"GPR Validation error"
"2811";"ANN";0,4;"Combined";"lai";94,5821826025694;"Validation error";17;"ANN Validation error"
"2812";"MTN";0,4;"Combined";"lai";85,4736788876443;"Validation error";17;"MTN Validation error"
"2813";"RFR";0,4;"Inverted";"lai";94,3904870033302;"Validation error";17;"RFR Validation error"
"2814";"GPR";0,4;"Inverted";"lai";93,0562005408639;"Validation error";17;"GPR Validation error"
"2815";"ANN";0,4;"Inverted";"lai";92,1915709900926;"Validation error";17;"ANN Validation error"
"2816";"MTN";0,4;"Inverted";"lai";88,0123272712187;"Validation error";17;"MTN Validation error"
"2817";"RFR";0,4;"Combined";"cab";82,4697653085282;"Validation error";17;"RFR Validation error"
"2818";"GPR";0,4;"Combined";"cab";83,2892699985575;"Validation error";17;"GPR Validation error"
"2819";"ANN";0,4;"Combined";"cab";80,3361665367569;"Validation error";17;"ANN Validation error"
"2820";"MTN";0,4;"Combined";"cab";81,7450938592109;"Validation error";17;"MTN Validation error"
"2821";"RFR";0,4;"Inverted";"cab";93,8314438596136;"Validation error";17;"RFR Validation error"
"2822";"GPR";0,4;"Inverted";"cab";95,785253863397;"Validation error";17;"GPR Validation error"
"2823";"ANN";0,4;"Inverted";"cab";98,6407564215537;"Validation error";17;"ANN Validation error"
"2824";"MTN";0,4;"Inverted";"cab";100,832572708396;"Validation error";17;"MTN Validation error"
"2825";"RFR";0,4;"Combined";"cw";39,6770211602908;"Validation error";17;"RFR Validation error"
"2826";"GPR";0,4;"Combined";"cw";39,2805805922982;"Validation error";17;"GPR Validation error"
"2827";"ANN";0,4;"Combined";"cw";39,5863785440943;"Validation error";17;"ANN Validation error"
"2828";"MTN";0,4;"Combined";"cw";39,1770719185785;"Validation error";17;"MTN Validation error"
"2829";"RFR";0,4;"Inverted";"cw";41,0195179492784;"Validation error";17;"RFR Validation error"
"2830";"GPR";0,4;"Inverted";"cw";41,520701358555;"Validation error";17;"GPR Validation error"
"2831";"ANN";0,4;"Inverted";"cw";40,7431817685295;"Validation error";17;"ANN Validation error"
"2832";"MTN";0,4;"Inverted";"cw";43,4504721200488;"Validation error";17;"MTN Validation error"
"2833";"RFR";0,4;"Combined";"cm";43,5109386401799;"Validation error";17;"RFR Validation error"
"2834";"GPR";0,4;"Combined";"cm";42,0667100628196;"Validation error";17;"GPR Validation error"
"2835";"ANN";0,4;"Combined";"cm";43,4783978985875;"Validation error";17;"ANN Validation error"
"2836";"MTN";0,4;"Combined";"cm";44,9727493288606;"Validation error";17;"MTN Validation error"
"2837";"RFR";0,4;"Inverted";"cm";44,502871159862;"Validation error";17;"RFR Validation error"
"2838";"GPR";0,4;"Inverted";"cm";44,4309200711017;"Validation error";17;"GPR Validation error"
"2839";"ANN";0,4;"Inverted";"cm";44,6090254965441;"Validation error";17;"ANN Validation error"
"2840";"MTN";0,4;"Inverted";"cm";45,3621037455381;"Validation error";17;"MTN Validation error"
"2841";"RFR";0,4;"Combined";"lai";94,3487642442805;"Validation error";17;"RFR Validation error"
"2842";"GPR";0,4;"Combined";"lai";88,5217156961643;"Validation error";17;"GPR Validation error"
"2843";"ANN";0,4;"Combined";"lai";87,1833644649903;"Validation error";17;"ANN Validation error"
"2844";"MTN";0,4;"Combined";"lai";88,1330173482086;"Validation error";17;"MTN Validation error"
"2845";"RFR";0,4;"Inverted";"lai";98,1581158485963;"Validation error";17;"RFR Validation error"
"2846";"GPR";0,4;"Inverted";"lai";96,0750507847779;"Validation error";17;"GPR Validation error"
